;classement;titre;annee;duree;categorie;realisateur
83;84.;Mort ou vif;(1995);107 min;"
Action, Romance, Thriller            ";Sam Raimi
84;85.;The Big Green;(1995);100 min;"
Comedy, Family, Sport            ";Holly Goldberg Sloan
85;86.;Heavy Weights;(1995);100 min;"
Comedy, Drama, Family            ";Steven Brill
86;87.;Home for the Holidays;(1995);103 min;"
Comedy, Drama, Romance            ";Jodie Foster
87;88.;Murder in the First;(1995);122 min;"
Drama, Thriller            ";Marc Rocco
88;89.;Jury Duty;(1995);88 min;"
Comedy            ";John Fortenberry
89;90.;The Prophecy;(1995);98 min;"
Action, Crime, Drama            ";Gregory Widen
90;91.;Devil in a Blue Dress;(1995);102 min;"
Crime, Drama, Mystery            ";Carl Franklin
91;92.;Across the Sea of Time;(1995);51 min;"
Adventure, Drama, Family            ";Stephen Low
92;93.;Mad Love;(1995);93 min;"
Drama, Romance            ";Antonia Bird
93;94.;Halloween: The Curse of Michael Myers;(1995);87 min;"
Horror, Thriller            ";Joe Chappelle
94;95.;Kiss of Death;(1995);101 min;"
Action, Crime, Thriller            ";Barbet Schroeder
95;96.;Candyman: Farewell to the Flesh;(1995);93 min;"
Horror            ";Bill Condon
96;97.;Nixon;(1995);192 min;"
Biography, Drama, History            ";Oliver Stone
97;98.;A Kid in King Arthur's Court;(1995);89 min;"
Adventure, Comedy, Family            ";Michael Gottlieb
98;99.;Lord of Illusions;(1995);109 min;"
Horror, Mystery, Thriller            ";Clive Barker
99;100.;Clockers;(1995);128 min;"
Crime, Drama, Mystery            ";Spike Lee
