;classement;titre;annee;duree;categorie;realisateur
35;36.;The Mexican;(2001);123 min;"
Adventure, Comedy, Crime            ";Gore Verbinski
36;37.;Les pieds sur terre;(2001);87 min;"
Comedy, Fantasy            ";Chris Weitz
37;38.;Un mariage trop parfait;(2001);103 min;"
Comedy, Romance            ";Adam Shankman
38;39.;Behind Enemy Lines;(2001);106 min;"
Action, Drama, Thriller            ";John Moore
39;40.;Ali;(2001);157 min;"
Biography, Drama, Sport            ";Michael Mann
40;41.;Moulin Rouge;(2001);127 min;"
Drama, Musical, Romance            ";Baz Luhrmann
41;42.;Rat Race;(2001);112 min;"
Adventure, Comedy            ";Jerry Zucker
42;43.;A Knight's Tale;(2001);132 min;"
Action, Adventure, Romance            ";Brian Helgeland
43;44.;The Animal;(2001);84 min;"
Comedy, Sci-Fi            ";Luke Greenfield
44;45.;Don't Say a Word;(2001);113 min;"
Drama, Mystery, Thriller            ";Gary Fleder
45;46.;Blow;(2001);124 min;"
Biography, Crime, Drama            ";Ted Demme
46;47.;The Royal Tenenbaums;(2001);110 min;"
Comedy, Drama            ";Wes Anderson
47;48.;Exit Wounds;(2001);101 min;"
Action, Comedy, Crime            ";Andrzej Bartkowiak
48;49.;Enemy at the Gates;(2001);131 min;"
Drama, History, War            ";Jean-Jacques Annaud
49;50.;K-PAX;(2001);120 min;"
Drama, Sci-Fi            ";Iain Softley
50;51.;Serendipity;(2001);90 min;"
Comedy, Romance            ";Peter Chelsom
51;52.;Kate & Leopold;(2001);118 min;"
Comedy, Fantasy, Romance            ";James Mangold
52;53.;Domestic Disturbance;(2001);89 min;"
Crime, Mystery, Thriller            ";Harold Becker
53;54.;Zoolander;(2001);90 min;"
Comedy            ";Ben Stiller
54;55.;The One;(2001);87 min;"
Action, Sci-Fi, Thriller            ";James Wong
55;56.;Thir13en Ghosts;(2001);91 min;"
Horror            ";Steve Beck
56;57.;Bandits;(2001);123 min;"
Comedy, Crime, Drama            ";Barry Levinson
57;58.;Gosford Park;(2001);131 min;"
Comedy, Drama, Mystery            ";Robert Altman
58;59.;Heartbreakers;(2001);123 min;"
Comedy, Crime, Romance            ";David Mirkin
59;60.;I Am Sam;(2001);132 min;"
Drama            ";Jessie Nelson
60;61.;Hardball;(2001);106 min;"
Drama, Sport            ";Brian Robbins
61;62.;Not Another Teen Movie;(2001);89 min;"
Comedy            ";Joel Gallen
62;63.;Jeepers creepers - Le chant du diable;(2001);90 min;"
Horror, Mystery            ";Victor Salva
63;64.;Le baiser mortel du dragon;(2001);98 min;"
Action, Crime, Drama            ";Chris Nahon
64;65.;Recess: School's Out;(2001);82 min;"
Animation, Family, Comedy            ";Chuck Sheetz
65;66.;In the Bedroom;(2001);130 min;"
Crime, Drama            ";Todd Field
66;67.;Black Knight;(2001);95 min;"
Adventure, Comedy, Fantasy            ";Gil Junger
67;68.;See Spot Run;(2001);94 min;"
Action, Comedy, Crime            ";John Whitesell
68;69.;Amélie;(2001);122 min;"
Comedy, Romance            ";Jean-Pierre Jeunet
69;70.;Driven;(2001);116 min;"
Action, Drama, Sport            ";Renny Harlin
70;71.;Final Fantasy: The Spirits Within;(2001);106 min;"
Animation, Action, Adventure            ";Hironobu Sakaguchi
71;72.;What's the Worst That Could Happen?;(2001);94 min;"
Comedy, Crime            ";Sam Weisman
72;73.;From Hell;(2001);122 min;"
Horror, Mystery, Thriller            ";Albert Hughes
73;74.;Monster's Ball;(2001);111 min;"
Drama, Romance            ";Marc Forster
74;75.;How High;(2001);93 min;"
Comedy, Fantasy            ";Jesse Dylan
75;76.;Jay and Silent Bob Strike Back;(2001);104 min;"
Comedy            ";Kevin Smith
76;77.;Riding in Cars with Boys;(2001);132 min;"
Biography, Comedy, Drama            ";Penny Marshall
77;78.;Baby Boy;(2001);130 min;"
Crime, Drama, Romance            ";John Singleton
78;79.;The Majestic;(2001);152 min;"
Drama, Romance            ";Frank Darabont
79;80.;The Brothers;(2001);106 min;"
Comedy, Drama            ";Gary Hardwick
80;81.;Someone Like You...;(2001);97 min;"
Comedy, Romance            ";Tony Goldwyn
81;82.;Joe Dirt;(2001);91 min;"
Adventure, Comedy, Drama            ";Dennie Gordon
82;83.;D'Artagnan;(2001);104 min;"
Action, Adventure, Romance            ";Peter Hyams
83;84.;Crocodile Dundee III;(2001);92 min;"
Adventure, Comedy, Crime            ";Simon Wincer
84;85.;Captain Corelli's Mandolin;(2001);131 min;"
Drama, Music, Romance            ";John Madden
85;86.;Sweet November;(2001);119 min;"
Drama, Romance            ";Pat O'Connor
86;87.;15 Minutes;(2001);120 min;"
Action, Crime, Drama            ";John Herzfeld
87;88.;Hearts in Atlantis;(2001);101 min;"
Drama, Mystery            ";Scott Hicks
88;89.;Angel Eyes;(2001);102 min;"
Drama, Romance            ";Luis Mandoki
89;90.;Corky Romano;(2001);86 min;"
Comedy, Crime            ";Rob Pritts
90;91.;Kingdom Come;(2001);94 min;"
Comedy, Drama, Family            ";Doug McHenry
91;92.;Joe Somebody;(2001);98 min;"
Comedy, Drama            ";John Pasquin
92;93.;Two Can Play That Game;(2001);90 min;"
Comedy, Romance            ";Mark Brown
93;94.;Joy Ride;(2001);97 min;"
Mystery, Thriller            ";John Dahl
94;95.;Valentine;(2001);96 min;"
Horror, Mystery, Thriller            ";Jamie Blanks
95;96.;The Pledge;(I) (2001);124 min;"
Crime, Drama, Mystery            ";Sean Penn
96;97.;Summer Catch;(2001);108 min;"
Comedy, Drama, Romance            ";Michael Tollin
97;98.;Saving Silverman;(2001);90 min;"
Comedy, Crime, Romance            ";Dennis Dugan
98;99.;Super Troopers;(2001);100 min;"
Comedy, Crime, Mystery            ";Jay Chandrasekhar
99;100.;The Last Castle;(2001);131 min;"
Action, Drama, Thriller            ";Rod Lurie
