;classement;titre;annee;duree;categorie;realisateur
86;87.;The Replacement Killers;(1998);87 min;"
Action, Crime, Thriller            ";Antoine Fuqua
87;88.;The Odd Couple II;(1998);97 min;"
Adventure, Comedy            ";Howard Deutch
88;89.;Babe, le cochon dans la ville;(1998);97 min;"
Adventure, Comedy, Drama            ";George Miller
89;90.;Simon Birch;(1998);114 min;"
Comedy, Drama, Family            ";Mark Steven Johnson
90;91.;The Big Lebowski;(1998);117 min;"
Comedy, Crime, Mystery            ";Joel Coen
91;92.;Comportements troublants;(1998);84 min;"
Horror, Mystery, Sci-Fi            ";David Nutter
92;93.;Half Baked;(1998);82 min;"
Comedy, Crime            ";Tamra Davis
93;94.;Rushmore;(1998);93 min;"
Comedy, Drama            ";Wes Anderson
94;95.;54;(1998);93 min;"
Drama, Music            ";Mark Christopher
95;96.;A Simple Plan;(1998);121 min;"
Crime, Drama, Thriller            ";Sam Raimi
96;97.;Dance with Me;(1998);126 min;"
Drama, Romance, Music            ";Randa Haines
97;98.;Dead Man on Campus;(1998);96 min;"
Comedy            ";Alan Cohn
98;99.;Twilight;(1998);94 min;"
Crime, Drama, Mystery            ";Robert Benton
99;100.;Soldier;(I) (1998);99 min;"
Action, Drama, Sci-Fi            ";Paul W.S. Anderson
