|character|text|type|character_clean|gender
1704||Sorry, fellas. But I gotta go.|location||
1705||"He starts away.
116.
137   CONTINUED:   (2)                                              137
EASY
(continuing)"|unknown||
1706||"Why don't you go back to the
station and, uh... wait around for
my call."|location||
1707||MASON|unknown||
1708||"You son-of-a-bitch... You watch
yourself, you hear! Don't you even
spit on the fucking sidewalk... I
better not even--"|location||
1709||"Mason's voice fades under.
EASY (V.O.)"|unknown||
1710||"It might be the last moment of my
adult life spent free was walking
away from City Hall."|location||
1711||"138   EXT. EASY'S HOUSE - DAY                                       138
A NEWSPAPER HEADLINE reads: ""Carter Back In Race.""
The subheading reads: ""Quiet Civic Leader Returns As
Flamboyant Teran Quits.""
EASY (V.O.)"|unknown||
1712||"The paper treated the mysterious
flip-flop like it happened every
day. And I could tell that Matthew
Teran wouldn't spend a day in
jail... Back in the second section
of the paper was a small article
about an unidentified man found
dead, slumped over the steering
wheel of a white Cadillac just
north of Malibu..."|location||
1713||"FURTHER BACK, we see that Odell is reading the newspaper,
nursing a can of ale.
EASY (V.O.)"|unknown||
1714||"It scared me to think about a world
that could kill a man like DeWitt
Albright... What could a world like
that do to me?"|location||
1715||ODELL|unknown||
1716||Hey, Easy, where's your car?|location||
1717||"Easy looks up from pulling weeds.
117.
138   CONTINUED:                                                138
EASY"|unknown||
1718||"In the shop... I'm havin' it fixed
up a little."|location||
1719||ODELL|unknown||
1720||"Yeah. Man can't get no decent job
in this town without a car."|location||
1721||EASY|unknown||
1722||Shoot.   I ain't studyin' no job.|location||
1723||ODELL|unknown||
1724||"Ain't thinkin' 'bout no job?   How
you gonna live?"|location||
1725||EASY|unknown||
1726||"I'm gonna go to work for myself.
Take a little money I got saved up
and go into real estate... Start
fixin' up folks' gardens again...
and do a few favors on the side...
Favors for friends."|location||
1727||ODELL|unknown||
1728||What you talkin' 'bout, 'favors'?|location||
1729||EASY|unknown||
1730||"Well, like a woman offered me
thirty dollars to go track down her
husband for her."|location||
1731||ODELL|unknown||
1732||"You talkin' about private
investigatin' or somethin'... You
could get in trouble doin' that."|location||
1733||"Easy keeps working.
EASY"|unknown||
1734||"Like a man once said to me, Odell:
'Walk out your door in the morning
and you're already in trouble'...
It's just how you're mixed up in
that trouble that counts."|location||
1735||"Easy gets up and turns on the water hose.
EASY
(continuing)"|unknown||
1736||Odell?|location||
1737||ODELL|unknown||
1738||Yeah, Easy...|location||
1739||"118.
138   CONTINUED:   (2)                                               138
EASY"|unknown||
1740||"If you got a friend that does bad
and you still keep him as your
friend, even though you know what
he's like... Do you think that's
right?"|location||
1741||ODELL|unknown||
1742||"All you got is your friends,
Easy..."|location||
1743||"Easy starts to nod, but then spots
THE WOODCUTTER
hovering over a rosebush in a neighbor's yard across the
street, his shears ready to cut.
EASY
(calling out)"|unknown||
1744||Get out of that yard!|location||
1745||(to Odell)|unknown||
1746||Bastard cut down two of my trees.|location||
1747||"Easy picks up a rock and sails it. Odell comes off the
porch and does the same. Then a neighbor from across the
street joins in.
THE WOODCUTTER ambles off toward another block, leaving
Easy, Odell and the neighbor gathered in the middle of the
street.
139   UP THE BLOCK                                                   139
a man with a pony is setting up a camera. A few children
have gathered, and more are running over from other parts of
the neighborhood.
The man props up a hand-painted sign, ""Cowboy Pictures -- 15
Cents,"" and lifts the first customer onto the pony
positioning a cowboy hat on the child's head.
140   BACK TO SCENE                                                  140
Another neighbor joins Easy and company, and they continue
to laugh and talk, looking up from time to time to wave at
friends in passing cars.
EASY (V.O.)"|unknown||
1748||"I thought about what Odell had said
about friends and it made sense to
me..."|location||
1749||"(MORE)
119.
140   CONTINUED:                                                    140
EASY (V.O.) (CONT'D)"|unknown||
1750||"Odell goes to church every Sunday,
so he would know... Later on, he
challenged me to a game of
dominoes. And what'd he do that
for? We got to talkin' 'bout Texas
and fooled around and drunk almost
a quart of whiskey... And I forgot
about Daphne Monet, DeWitt Albright
and Carter and them... And sat with
my friend, on my porch at my
house... and we laughed a long
time..."|location||
