;classement;titre;annee;duree;categorie;realisateur;url;url_script
22;23.0;The Italian Job;(2003);111 min;"
Action, Crime, Thriller            ";F. Gary Gray;;
23;24.0;How to Lose a Guy in 10 Days;(2003);116 min;"
Comedy, Romance            ";Donald Petrie;;
24;25.0;American Wedding;(2003);96 min;"
Comedy, Romance            ";Jesse Dylan;;
25;26.0;Daddy Day Care;(2003);92 min;"
Comedy, Family            ";Steve Carr;;
26;27.0;Charlie's Angels: Full Throttle;(2003);106 min;"
Action, Adventure, Comedy            ";McG;;
27;28.0;The Cat in the Hat;(2003);82 min;"
Adventure, Comedy, Family            ";Bo Welch;;
28;29.0;Cold Mountain;(2003);154 min;"
Adventure, Drama, History            ";Anthony Minghella;http://www.imsdb.com/Movie Scripts/Cold Mountain Script.html;http://www.imsdb.com/scripts/Cold-Mountain.html
29;30.0;Master and Commander: The Far Side of the World;(2003);138 min;"
Action, Adventure, Drama            ";Peter Weir;;
30;31.0;Mystic River;(2003);138 min;"
Crime, Drama, Mystery            ";Clint Eastwood;;
31;32.0;Legally Blonde 2: Red, White & Blonde;(2003);95 min;"
Comedy            ";Charles Herman-Wurmfeld;;
32;33.0;Frère des ours;(2003);85 min;"
Animation, Adventure, Comedy            ";Aaron Blaise;;
33;34.0;Freddy vs. Jason;(2003);97 min;"
Action, Horror, Thriller            ";Ronny Yu;http://www.imsdb.com/Movie Scripts/Freddy vs. Jason Script.html;http://www.imsdb.com/scripts/Freddy-vs.-Jason.html
34;35.0;School of Rock;(2003);108 min;"
Comedy, Family, Music            ";Richard Linklater;;
35;36.0;The Texas Chainsaw Massacre;(2003);98 min;"
Horror            ";Marcus Nispel;;
36;37.0;The Haunted Mansion;(2003);88 min;"
Comedy, Family, Fantasy            ";Rob Minkoff;;
37;38.0;Old School;(2003);88 min;"
Comedy            ";Todd Phillips;;
38;39.0;Kill Bill: Vol. 1;(2003);111 min;"
Action, Crime, Thriller            ";Quentin Tarantino;;
39;40.0;Holes;(2003);117 min;"
Adventure, Comedy, Drama            ";Andrew Davis;;
40;41.0;Kangaroo Jack;(2003);89 min;"
Action, Adventure, Comedy            ";David McNally;;
41;42.0;The League of Extraordinary Gentlemen;(2003);110 min;"
Action, Adventure, Fantasy            ";Stephen Norrington;;
42;43.0;Big Fish;(2003);125 min;"
Adventure, Drama, Fantasy            ";Tim Burton;http://www.imsdb.com/Movie Scripts/Big Fish Script.html;http://www.imsdb.com/scripts/Big-Fish.html
43;44.0;Lara Croft Tomb Raider: The Cradle of Life;(2003);117 min;"
Action, Adventure, Fantasy            ";Jan de Bont;;
44;45.0;Mona Lisa Smile;(2003);117 min;"
Drama            ";Mike Newell;;
45;46.0;Shanghai Knights;(2003);114 min;"
Action, Adventure, Comedy            ";David Dobkin;;
46;47.0;Bad Santa;(2003);91 min;"
Comedy, Crime, Drama            ";Terry Zwigoff;http://www.imsdb.com/Movie Scripts/Bad Santa Script.html;http://www.imsdb.com/scripts/Bad-Santa.html
47;48.0;Gothika;(2003);98 min;"
Horror, Mystery, Thriller            ";Mathieu Kassovitz;http://www.imsdb.com/Movie Scripts/Gothika Script.html;http://www.imsdb.com/scripts/Gothika.html
48;49.0;Love Actually;(2003);135 min;"
Comedy, Drama, Romance            ";Richard Curtis;;
49;50.0;Open Range;(2003);139 min;"
Drama, Romance, Western            ";Kevin Costner;;
50;51.0;Just Married;(2003);95 min;"
Comedy, Romance            ";Shawn Levy;;
51;52.0;Once Upon a Time in Mexico;(2003);102 min;"
Action, Thriller            ";Robert Rodriguez;;
52;53.0;Paycheck;(2003);119 min;"
Action, Mystery, Sci-Fi            ";John Woo;;
53;54.0;The Recruit;(2003);115 min;"
Action, Drama, Mystery            ";Roger Donaldson;;
54;55.0;Radio;(2003);109 min;"
Biography, Drama, Sport            ";Michael Tollin;;
55;56.0;Underworld;(2003);121 min;"
Action, Fantasy, Thriller            ";Len Wiseman;;
56;57.0;Identity;(2003);90 min;"
Mystery, Thriller            ";James Mangold;;
57;58.0;Runaway Jury;(2003);127 min;"
Drama, Thriller            ";Gary Fleder;;
58;59.0;Peter Pan;(2003);113 min;"
Adventure, Family, Fantasy            ";P.J. Hogan;;
59;60.0;The Jungle Book 2;(2003);72 min;"
Animation, Adventure, Family            ";Steve Trenbirth;;
60;61.0;The Rundown;(2003);104 min;"
Action, Adventure, Comedy            ";Peter Berg;;
61;62.0;Agent Cody Banks;(2003);102 min;"
Action, Adventure, Comedy            ";Harald Zwart;;
62;63.0;Final Destination 2;(2003);90 min;"
Horror, Thriller            ";David R. Ellis;http://www.imsdb.com/Movie Scripts/Final Destination 2 Script.html;http://www.imsdb.com/scripts/Final-Destination-2.html
63;64.0;Lost in Translation;(2003);102 min;"
Drama            ";Sofia Coppola;http://www.imsdb.com/Movie Scripts/Lost in Translation Script.html;http://www.imsdb.com/scripts/Lost-in-Translation.html
64;65.0;Under the Tuscan Sun;(2003);113 min;"
Comedy, Drama, Romance            ";Audrey Wells;;
65;66.0;Tears of the Sun;(2003);121 min;"
Action, Drama, Thriller            ";Antoine Fuqua;;
66;67.0;The Lizzie McGuire Movie;(2003);94 min;"
Adventure, Comedy, Family            ";Jim Fall;;
67;68.0;Secondhand Lions;(2003);109 min;"
Comedy, Drama, Family            ";Tim McCanlies;;
68;69.0;Out of Time;(I) (2003);105 min;"
Crime, Drama, Mystery            ";Carl Franklin;;
69;70.0;Rugrats Go Wild;(2003);80 min;"
Animation, Adventure, Comedy            ";John Eng;;
70;71.0;Head of State;(2003);95 min;"
Comedy            ";Chris Rock;;
71;72.0;Good Boy!;(2003);87 min;"
Comedy, Drama, Family            ";John Hoffman;;
72;73.0;Uptown Girls;(2003);92 min;"
Comedy, Drama, Romance            ";Boaz Yakin;;
73;74.0;Matchstick Men;(2003);116 min;"
Comedy, Crime, Drama            ";Ridley Scott;http://www.imsdb.com/Movie Scripts/Matchstick Men Script.html;
74;75.0;What a Girl Wants;(2003);105 min;"
Comedy, Drama, Family            ";Dennie Gordon;;
75;76.0;National Security;(2003);88 min;"
Action, Comedy, Crime            ";Dennis Dugan;;
76;77.0;Jeepers Creepers II;(2003);104 min;"
Horror            ";Victor Salva;;
77;78.0;Intolerable Cruelty;(2003);100 min;"
Comedy, Crime, Romance            ";Joel Coen;http://www.imsdb.com/Movie Scripts/Intolerable Cruelty Script.html;http://www.imsdb.com/scripts/Intolerable-Cruelty.html
78;79.0;Cradle 2 the Grave;(2003);101 min;"
Action, Crime, Drama            ";Andrzej Bartkowiak;http://www.imsdb.com/Movie Scripts/Cradle 2 the Grave Script.html;http://www.imsdb.com/scripts/Cradle-2-the-Grave.html
79;80.0;Monster;(2003);109 min;"
Biography, Crime, Drama            ";Patty Jenkins;;
80;81.0;Malibu's Most Wanted;(2003);86 min;"
Comedy, Crime            ";John Whitesell;http://www.imsdb.com/Movie Scripts/Malibu's Most Wanted Script.html;http://www.imsdb.com/scripts/Malibu's-Most-Wanted.html
81;82.0;The Hunted;(2003);94 min;"
Action, Crime, Drama            ";William Friedkin;;
82;83.0;Stuck on You;(2003);118 min;"
Comedy            ";Bobby Farrelly;;
83;84.0;Dreamcatcher;(2003);134 min;"
Drama, Horror, Sci-Fi            ";Lawrence Kasdan;;
84;85.0;Darkness Falls;(2003);86 min;"
Horror, Mystery, Thriller            ";Jonathan Liebesman;;
85;86.0;The Core;(2003);135 min;"
Action, Adventure, Sci-Fi            ";Jon Amiel;;
86;87.0;Calendar Girls;(2003);108 min;"
Comedy, Drama            ";Nigel Cole;;
87;88.0;Open Water;(2003);79 min;"
Adventure, Biography, Drama            ";Chris Kentis;;
88;89.0;The Fighting Temptations;(2003);123 min;"
Comedy, Drama, Music            ";Jonathan Lynn;;
89;90.0;Honey;(2003);94 min;"
Drama, Music, Romance            ";Bille Woodruff;;
90;91.0;Hollywood Homicide;(2003);116 min;"
Action, Comedy, Crime            ";Ron Shelton;;
91;92.0;Johnny English;(2003);87 min;"
Action, Adventure, Comedy            ";Peter Howitt;;
92;93.0;The Missing;(I) (2003);137 min;"
Adventure, Thriller, Western            ";Ron Howard;;
93;94.0;Basic;(2003);98 min;"
Action, Crime, Drama            ";John McTiernan;http://www.imsdb.com/Movie Scripts/Basic Script.html;http://www.imsdb.com/scripts/Basic.html
94;95.0;Sinbad: Legend of the Seven Seas;(2003);86 min;"
Animation, Adventure, Comedy            ";Patrick Gilmore;;
95;96.0;A Man Apart;(2003);109 min;"
Action, Crime, Drama            ";F. Gary Gray;;
96;97.0;Dumb and Dumberer: When Harry Met Lloyd;(2003);85 min;"
Comedy            ";Troy Miller;;
97;98.0;Piglet's Big Movie;(2003);75 min;"
Animation, Adventure, Family            ";Francis Glebas;;
98;99.0;Bulletproof Monk;(2003);104 min;"
Action, Comedy, Fantasy            ";Paul Hunter;;
99;100.0;Dickie Roberts: Former Child Star;(2003);98 min;"
Comedy            ";Sam Weisman;;
