;classement;titre;annee;duree;categorie;realisateur;url;url_script
86;87.0;28 Weeks Later;(2007);100 min;"
Drama, Horror, Sci-Fi            ";Juan Carlos Fresnadillo;;
87;88.0;We Own the Night;(2007);117 min;"
Crime, Drama, Thriller            ";James Gray;http://www.imsdb.com/Movie Scripts/We Own the Night Script.html;http://www.imsdb.com/scripts/We-Own-the-Night.html
88;89.0;Mr. Brooks;(2007);120 min;"
Crime, Drama, Thriller            ";Bruce A. Evans;;
89;90.0;Hannibal Rising;(2007);121 min;"
Crime, Drama, Thriller            ";Peter Webber;;
90;91.0;The Nanny Diaries;(2007);105 min;"
Comedy, Drama, Romance            ";Shari Springer Berman;;
91;92.0;Mr. Woodcock;(2007);87 min;"
Comedy, Romance, Sport            ";Craig Gillespie;;
92;93.0;The Mist;(2007);126 min;"
Horror            ";Frank Darabont;;
93;94.0;Nancy Drew;(2007);99 min;"
Comedy, Crime, Family            ";Andrew Fleming;;
94;95.0;The Reaping;(2007);99 min;"
Horror, Thriller            ";Stephen Hopkins;;
95;96.0;Grindhouse;(2007);191 min;"
Action, Horror, Thriller            ";Robert Rodriguez;;
96;97.0;Sicko;(2007);123 min;"
Documentary, Drama            ";Michael Moore;;
97;98.0;Across the Universe;(2007);133 min;"
Drama, Fantasy, Musical            ";Julie Taymor;;
98;99.0;Perfect Stranger;(2007);109 min;"
Crime, Mystery, Thriller            ";James Foley;;
99;100.0;Hot Fuzz;(2007);116 min;"
Action, Comedy, Mystery            ";Edgar Wright;;
