|character|text|type
264|MARTY|"Please, tell me you're getting
something."|speech
265||Marty enters, looking over David's shoulder as he eats.|stage direction
266|DAVID|There's good news and bad news.|speech
267|MARTY|What's the bad news?|speech
268|DAVID|"You're in meal penalty for
disturbing my lunch."|speech
269|MARTY|"And the good news is you won't
charge me."|speech
270|DAVID|"No.  The good news is I found the
problem and it's not our
equipment.  There's some weird
signal embedded within the
satellite feed."|speech
271|MARTY|That's the|speech
272||good|unknown
273||"news?
David slides over to another computer and turns on an
intricate computation program."|stage direction
274|DAVID|"Yes, because the analog signal has
a definite sequential digital
patterns embedded within it.  When
I find the exact binary sequence
and I apply a phase reversed
signal to that calculated spectra
analyzer I built you last
Christmas, we should be able to
block out the overlay completely..."|speech
275|MARTY|"...and we'll be the only guys in
town with a clear picture?  That's
my man."|speech
276||CUT TO:|unknown
277||EXT. CALIFORNIA FARMLANDS, IMPERIAL VALLEY - DAY|location
278||"Racing over back roads behind a long open field, Miguel rides
his beat-up motor bike, searching.  Looking up he SEES
something in the air.
MIGUEL'S POV - AN OLD"|stage direction
279||BI-WING AIRPLANE|unknown
280||"converted into a crop-duster, BUZZES overhead.  Spraying
insecticide wildly, the plane zigzags over the field."|stage direction
281||(yelling)|location
282|MIGUEL|Russell!  God damn it, Russell!|speech
283||"Looking down from the cockpit, RUSSELL BRENNON waves stupidly.
Shaggy blonde hair and two days' growth, Russell is the image
of a fifty-one-year-old little boy.
Miguel follows him below, screaming at him.  Russell, flying
recklessly, looks down at Miguel not understanding.  By the
time he looks back he SEES...
A LINE OF TREES
at the edge of the field, nearly on top of him.  In a trick
move, Russell turns the plane on ITS SIDE, and SLICES through
the narrow gap between the trees.
Miguel screams with delight at his prowess.  Miguel looks
pissed.
ANGLE - OTHER SIDE OF TREES - MOMENTS LATER
Miguel races over, skidding to a halt next to the landed Bi-
with plane."|stage direction
284|MIGUEL|"Just what the hell do you think
you're doing?"|speech
285||(climbing down)|location
286|RUSSELL|"I'm bringing home the bacon.
Earning my keep.  And doing a fine
job if I do say so myself."|speech
287|MIGUEL|"It's the wrong field, you idiot!
Lucas' farm is on the other side
of town."|speech
288|RUSSELL|You sure?|speech
289|MIGUEL|"Damn it, he was doing you a favor.
You know how hard it is to find
someone who doesn't think you're
completely crazy?"|speech
290||(MORE)|location
291|MIGUEL|"What are we supposed to do now?
Huh?  Where are we supposed to go
now?"|speech
