|character|text|type|character_clean|gender
456|DOUG|"You guys have to shift every once in
awhile. Blood has to circulate.
A MOMENT LATER. Dudley and Bob are up and wiggling their
sleeping limbs, as Woody looks up at the bar."|speech|DOUG|M
457|WOODY|"Now this is the best part of any road
trip. Seeing our brothers on wheels.
Look at this place. America!
The guys look at it and nod. It is a cool looking shack
of a bar. Doug admires the row of motorcycles out front."|speech|WOODY|M
458|DOUG|"Look at these bikes. They're all
classics."|speech|DOUG|M
459|BOB|"Oh, man. Check it out. A 1951 Panhead.
You know how rare this thing is?
The guys all crowd around the bike."|speech|BOB|M
460|DOUG|"Yeah, but why didn't he customize it?
You have a 51 panhead and you don't
chrome out the exhaust? Or airbrush an
eagle on the gas tank? What a waste.
""Wild Hogs"" writers first draft 7/06/05 44."|speech|DOUG|M
461|WOODY|"Probably no good custom stores out here
in hick-land. We'll leave 'em a catalog.
The guys push open the door and step into the bar."|speech|WOODY|M
462||INT. BIKER BAR - CONTINUOUS|location||
463|WOODY|"The bar is full of bikers, but not the kind we saw
before. These guys are greasy, tattooed and menacing.
We see their jackets say ""Hells Angels."" The bikers turn
and stare at WOODY, DOUG, BOB and DUDLEY."|speech|WOODY|M
464|"DOUG
(TO BIKERS)"|How's it going?|speech|DOUG|M
465|BOB|"Hells Angels, huh? You guys are legends.
I'm surprised we've never seen you in
Daytona.
The bikers kind of chuckle to themselves. The leader of
the gang, JACK, steps forward. He's in his late 40's -
and looks like he could break you into bite size pieces."|speech|BOB|M
466|JACK|"Yeah, how do we keep missing that?
The bikers all laugh. Doug and the guys join in, though
they don't quite get what's so funny."|speech|JACK|M
467|JACK (CONT'D)|"So you re ""Wild Hogs,"" huh? That's your
gang?"|speech|JACK|M
468|DOUG|"Well, not a gang. Just friends. Friends
that ride... you know."|speech|DOUG|M
469|JACK|"So it's like a little hobby for you guys?
How sweet.
Doug smiles, but is now sensing the hostility. He looks
back for the exit."|speech|JACK|M
470|"DUDLEY
(TO JACK)"|Yeah, just a little hobby for us.|speech|DUDLEY|M
471|(MORE)|"""Wild Hogs"" writers first draft 7/06/05 45."|speech||
472|DUDLEY (CONT'D)|"We're all successful professionals in
real life. But on Tuesday and Sunday
afternoons... We're bikers!
Dudley spins around and shows them the back of his
jacket."|speech|DUDLEY|M
473|JACK|Wow. That's great. Can I try that on?|speech|JACK|M
474|DUDLEY|"Hell yeah, brother.
Dudley whips his jacket off and hands it to Jack, who
pulls it on his massive frame. He shows it to the gang,
who laugh again. Dudley does, too."|speech|DUDLEY|M
475|DUDLEY (CONT'D)|"So who's '51 panhead is that? Sweet
ride. Woody has a catalog so you can
make it cool."|speech|DUDLEY|M
476|WOODY|"No, I don't. Doug does. I think it's
great the way it is.
Doug glares at Woody incredulously. Woody shrugs."|speech|WOODY|M
477|"JACK
(TO DUDLEY)"|"Well, if you like my '51, we should
trade... ""brother."""|speech|JACK|M
478|"DOUG
DUDLEY--
DUDLEY
(IGNORING DOUG)"|"I wish! I just have a Sportster. It's
worth, like, half of yours."|speech|DOUGDUDLEY--DUDLEY|?
479|JACK|"A Sportster!? That's what I grew up on.
I've been wanting another Sportster.
It's a deal!"|speech|JACK|M
480|DUDLEY|Seriously? You're serious!?|speech|DUDLEY|M
481|DOUG|"Dudley, maybe you should--
""Wild Hogs"" writers first draft 7/06/05 46."|speech|DOUG|M
482|DUDLEY|"Doug, don't worry. Yeah, I'll have a
cooler bike than you, but that doesn't
mean I'll get all cocky."|speech|DUDLEY|M
483|"DOUG
DUDLEY--
DUDLEY"|"Hey, I don't care what you say! I ride a
panhead now! I'm better than you!"|speech|DOUGDUDLEY--DUDLEY|?
484|JACK|"Come on, Dud. Let's go see how you look
on it.
Jack smiles and leads Dudley outside. Doug, Bob and
Woody share an uncertain look."|speech|JACK|M
485|WOODY|"Anybody else got that ""pre-rape"" feeling?"|speech|WOODY|M
486||EXT. BIKER BAR - CONTINUOUS|location||
487|WOODY|"Everyone is standing out front. Dudley starts to get on
the classic motorcycle. Jack stops him."|speech|WOODY|M
488||Oh, no, no. That's Oilcan's ride. My|stage direction||
489|JACK|"' 51 panhead is right over there.
Jack points to a pile of abandoned rusty motorcycles.
Among it is the junked carcass of a '51 panhead next to
an old, rusty sidecar. Dudley looks confused."|speech|JACK|M
490|DUDLEY|That? That's a piece of junk.|speech|DUDLEY|M
491|JACK|"Yup. Your piece of junk.
Woody, Doug and Bob look at each other. This isn't good.
Doug tries to laugh it off."|speech|JACK|M
492|DOUG|"All right, guys. We get the joke... Good
one. Anyway, we actually should get
moving along.
""Wild Hogs"" writers first draft 7/06/05 47."|speech|DOUG|M
493|JACK|"Oh, it's no joke. You want to know the
joke? Suburban assholes that buy leather
outfits and think they're bikers. And
it's a joke I'm damn sick of. So I'm
keeping your friend's bike, I'm keeping
this jacket, and you guys are going to
turn the hell around and go back to
wherever you came from, because the next
hundred miles of this highway belongs to
the Hells Angels.
The color drains from the Wild Hog's faces."|speech|JACK|M
494|DUDLEY|Like an adopt a highway thing?|speech|DUDLEY|M
495|JACK|"Like a ""Go home or we're going to split
your skulls open"" thing.
Bob makes an audible whimper. Doug elbows him, and tries
to look brave."|speech|JACK|M
496|DOUG|"All right. We respect that this is your
turf, and we're sorry for bothering you.
But we can't head back without my
friend's bike. So clearly we're going to
have to work something out here.
Jack looks back at the Hells Angels and nods."|speech|DOUG|M
497|JACK|"You're right. We're going to have to
work something out."|speech|JACK|M
498||EXT. HIGHWAY U.S. 50 - LATER|location||
499|CUT TO:|"We see DOUG, BOB and WOODY riding away from the bar,
looking very glum. The camera PULLS OUT to reveal the
rusty sidecar is now attached to Woody's bike. DUDLEY
sits in it looking miserable and cold (having lost his
jacket and now in his sleeveless shirt).
The guys get a good distance away from the bar and Woody
waves for them to stop. They do and Woody looks back to
the bar.
""Wild Hogs"" writers first draft 7/06/05 48."|speech|CUT TO:|?
500|WOODY|"All right. Let's just give them a few
minutes to get back inside - then shoot
right past them."|speech|WOODY|M
501|BOB|What? Are you nuts?|speech|BOB|M
502|DOUG|"The trip's over, Woody. Let's just head
back home."|speech|DOUG|M
503|WOODY|"We're going to turn back after all these
miles? Just because some fat bully's
pushed us around?"|speech|WOODY|M
504|DOUG BOB|"Yes. Yes.
Woody shakes his head and looks at Dudley."|speech|DOUG BOB|?
505|DUDLEY|I go wherever you go.|speech|DUDLEY|M
506|WOODY|Good. See? Dudley's got some balls.|speech|WOODY|M
507|DUDLEY|"No, my sidecar's just attached to your
bike. I'd prefer to turn back, but I
could only roll so far..."|speech|DUDLEY|M
508|WOODY|"I can't believe you guys. What a bunch
of pussies. The whole point of this trip
is to live, man."|speech|WOODY|M
509|DOUG|"That's the point, Woody. Our lives
aren't on this highway. They're back
home. We have families, jobs, wives...
or cats... We're not going to piss off a
biker gang. We're going back.
Woody takes this in, gritting his teeth in disappointment."|speech|DOUG|M
510|DOUG (CONT'D)|"Come on, Woody. You don't want to take
this risk. You have Claudia, and your
job... You have a great life back home.
""Wild Hogs"" writers first draft 7/06/05 49.
Woody looks up at him. Something about this has sparked
something in Woody's eyes, but he covers it up with a
calm smile."|speech|DOUG|M
511|WOODY|"You're right, I do. But maybe I should
talk to those guys one more time. I
mean, I'm an executive at an Investment
firm. I've made a career out of
convincing people and these are just
people. You guys wait here.
Woody starts up his bike. Doug and Bob look at each
other and shrug. Dudley hurries out of the sidecar."|speech|WOODY|M
512|DUDLEY|"I'll wait here, too. You'll get better
gas mileage.
Dudley gets out and falls to the ground."|speech|DUDLEY|M
513|DUDLEY (CONT'D)|"Leg's asleep.
Woody shakes his head and starts back to the bar."|speech|DUDLEY|M
514||EXT. BIKER BAR - SAME TIME|location||
515|DUDLEY (CONT'D)|"Woody rides up to the bar, and looks back to make sure
he's out of Doug, Bob and Dudley's sight. He sees that
he is, and kneels next to the line of Hells Angels
motorcycles. He takes out an army knife, and slices
through one of the motorcycle's gas line. Gas starts
leaking out onto the ground and Woody nods."|speech|DUDLEY|M
516|"WOODY
(TO HIMSELF)"|"Come after us now, assholes.
Woody goes along to each bike, smiling with a weird
recklessness as he slices through each gas line."|speech|WOODY|M
517||EXT. HIGHWAY U.S. 50 - A FEW MINUTES LATER|location||
518|"WOODY
(TO HIMSELF)"|"WOODY pulls up on his bike, where DOUG, BOB and DUDLEY
are waiting."|speech|WOODY|M
519|WOODY|"They're cool with it. We can press on.
""Wild Hogs"" writers first draft 7/06/05 50."|speech|WOODY|M
520|BOB|Seriously?|speech|BOB|M
521|WOODY|"Yup. I tried to be polite. I tried to
reason. I told them Dudley was dying."|speech|WOODY|M
522|DUDLEY|What?|speech|DUDLEY|M
523|WOODY|"Well, technically we're all dying,
Dudley. Just very slowly.
Dudley looks concerned."|speech|WOODY|M
524|DUDLEY|Oh my god, you're right.|speech|DUDLEY|M
525|(REALIZING)|I'm slowly dying.|speech||
526|WOODY|"Anyway, none of that worked. So I laid
it out for them. I said, ""Hey, go ahead
and assault us. Because we might be not
be real bikers, but we know real lawyers.
And the moment you touch us is the moment
you get your ass sued. Because this is
the real world - with real laws, and real
consequences."" And they backed down.
The guys are impressed."|speech|WOODY|M
527|DOUG|You really said that?|speech|DOUG|M
528|WOODY|"Yup. And I think they'll give us
Dudley's bike on the way back, so let's
go. Quick. Before they change their
mind.
Woody quickly starts his bike and rides on. The guys
shrug, impressed, and follow him.
After a moment, we see them all speed by the bar."|speech|WOODY|M
529||INT. BIKER BAR - SAME TIME|location||
530|WOODY|"Jack is playing darts with the other bikers. He goes to
throw a dart and hears engines roar past the bar outside.
""Wild Hogs"" writers first draft 7/06/05 51.
He quickly turns, which makes the dart he was throwing
fly off target and stick into the shoulder of one of the
bikers, (OILCAN)."|speech|WOODY|M
531|OILCAN|"Ow! Shit, man!
Jack listens as the engines pass the bar and fade away.
Jack shakes his head, enraged."|speech|OILCAN|M
532|JACK|"Saddle up, boys. Somebody doesn't listen.
The guys nod and head outside. Oilcan pulls the dart out
of his shoulder, and stops by Jack on the way out."|speech|JACK|M
533|OILCAN|"Try and watch the throws, okay Jack?
Jack glares at oilcan for a beat, then jabs a dart into
his peck."|speech|OILCAN|M
534|OILCAN (CONT'D)|"Owww! Jesus!
(off Jack's icy glare)
Sorry."|speech|OILCAN|M
535||EXT. BIKER BAR - A MINUTE LATER|location||
536|DISSOLVE TO:|"The Hells Angels roar away from the bar on their
motorcycles. They get to the end of the driveway, and
the bikes sputter and choke to a stop.
ANGLE ON: JACK. He's on his hog, with a cigarette
dangling out of his mouth. He looks down in confusion at
the suddenly stalled bike."|speech|DISSOLVE TO:|?
537|JACK|"What the f--
(sees cut gas line)
You've gotta be kidding me.
Suddenly, the cigarette falls out of Jacks mouth, and
onto the ground. A puddle of gas from the sliced line
catches on fire."|speech|JACK|M
538|JACK (CONT'D)|"shit.
The flames quickly follow the line of leaked gas like a
fuse, back towards the bar.
""Wild Hogs"" writers first draft 7/06/05 52.
Almost as quickly as the bikers can turn to look, the
flame has reached the parking area and ignited all the
puddles of gas. They all watch in horror as the fire
ravenously engulfs the old wooden porch of the bar, then
the roof ..."|speech|JACK|M
539||EXT. HIGHWAY U.S. 50 - SAME TIME|location||
540|JACK (CONT'D)|"The guys happily cruise along the highway. We see WOODY
look in his side-view mirror and notice a large, black
plume of smoke back in the distance. A look of worry
creeps over his face."|speech|JACK|M
541||EXT. MOTEL - THAT EVENING|location||
542|DISSOLVE TO:|"The guys pull up to a small motel, as the sun sets behind
the wheat fields of Kansas."|speech|DISSOLVE TO:|?
543|WOODY|"No, we're not stopping here. Riding at
night is half the fun. Let's just keep--"|speech|WOODY|M
544|DOUG|"--I can't feel my nuts, Woody. And Kelly
still wants another kid.
DOUG, BOB and DUDLEY head inside the motel office."|speech|DOUG|M
545|WOODY|"(calling after Doug)
So, adopt a kid. You already have two
white ones, anyway.
The guys ignore him. Woody looks back down the highway
uneasily, then heads inside the motel office."|speech|WOODY|M
546||EXT. BIKER BAR - SAME TIME|location||
547|WOODY|"JACK, and the other bikers stand by the smoldering pile
of wood that was once their bar. OILCAN approaches Jack."|speech|WOODY|M
548|OILCAN|"I got my old lady bringing some gas. We
can get moving by nightfall."|speech|OILCAN|M
549|"JACK
(BOILING)"|Forget it. Those guys are long gone.|speech|JACK|M
550|(MORE)|"""Wild Hogs"" writers first draft 7/06/05 53."|speech||
551|JACK (CONT'D)|"They're not stupid enough to stop until
they're five hundred miles from here."|speech|JACK|M
552||INT. MOTEL ROOM - SAME TIME|location||
553|CUT TO:|"DOUG, BOB and DUDLEY are in their motel room. WOODY
stands at the window, nervously looking outside."|speech|CUT TO:|?
554|"WOODY
(TO GUYS)"|"I just think it's just stupid to stop
this soon, you know?... We can keep
riding under the stars. All night."|speech|WOODY|M
555|DOUG|Woody, your headlight doesn't even work.|speech|DOUG|M
556|WOODY|"You think I won't ride without light? I
can feel the road. Let's go. I'll even
race somebody. Who's racing me?"|speech|WOODY|M
557|DOUG|"Did you inhale exhaust fumes? Because
something is happening to your brain. I
think it might be retardation."|speech|DOUG|M
558|WOODY|I just want to ride. Let's go!|speech|WOODY|M
559|DOUG|"Whatever, Corky.
Doug shrugs Woody off and dials his cell phone."|speech|DOUG|M
560|"DOUG (CONT'D)
(INTO PHONE)"|"Hey, honey. It's me.
Woody glares at Doug."|speech|DOUG|M
561|WOODY|"You're calling Kelly? You're not aloud
to call wives on a road trip."|speech|WOODY|M
562|"DOUG
(TO WOODY)"|I can call my wife whenever I want.|speech|DOUG|M
563|(INTO PHONE)|Yeah. Woody. Good guess...|speech||
564|(MORE)|"""Wild Hogs"" writers first draft 7/06/05 54."|speech||
565|DOUG (CONT'D)|"Yeah, I'm having a great time. No old
Doug, yet, but I haven't gotten sun-
burned...
Woody looks at Bob."|speech|DOUG|M
566|WOODY|You agree with me, right?|speech|WOODY|M
567|BOB|"Yeah, I actually agree with you on this
one. Let's not call wives."|speech|BOB|M
568|"DOUG
(INTO PHONE)"|"Yeah, Bob agreed with him. Good guess
again. Man, I really miss you."|speech|DOUG|M
569|WOODY|"Are you kidding me? I have to leave.
Let me know when lame hour is over."|speech|WOODY|M
570|"DOUG
(TO WOODY)"|"Woody, you can call Claudia when I'm
done, if you want. You can use my cell."|speech|DOUG|M
571|WOODY|"No, I'm not calling Claudia. I mean, yes
I want to, but I won't. Because I'm on a
road trip with my pals. And cell phones
aren't even allowed!
Woody storms out. Doug hears something on the phone, and
lights up."|speech|WOODY|M
572|"DOUG
(INTO PHONE)"|"Hey, Billy! How's it--
(then, into phone)
Where'd he go?... Oh. He thought you
were ordering pizza. Uh huh. Well, tell
him I said hi."|speech|DOUG|M
573||EXT. HIGHWAY U.S. 50 - THE NEXT MORNING|location||
574|DISSOLVE TO:|"DOUG, BOB, WOODY and DUDLEY ride along the highway, as
the sun burns the morning fog off of the wheat fields.
Doug looks over to Woody and yells above the motorcycle
engines.
""Wild Hogs"" writers first draft 7/06/05 55."|speech|DISSOLVE TO:|?
575|DOUG|"I can't believe you made us leave so
early. You really wanted to see the sun
rise?"|speech|DOUG|M
576|WOODY|"Yeah, man. It warms my heart, with
it's..."|speech|WOODY|M
577|(THINKS)|"Gentle... rays.
Doug gives him a curious look, as they pass a sign that
says ""Lucas, Kansas. Population: 436"""|speech||
578|BOB|"(yelling over engines)
Hey! Let's stop for breakfast, I'm
starving."|speech|BOB|M
579|WOODY|What!? No! We're not hungry yet.|speech|WOODY|M
580|BOB|I just said I was--|speech|BOB|M
581|WOODY|"You're not! Fatty!
Bob looks hurt. Doug gives Woody a stern look."|speech|WOODY|M
582|DOUG|"Come on, Woody. It looks like a neat
town. And Dudley's got another bag of
poop to throw away.
Dudley nods. Woody grits his teeth as they enter the
town. It's a quiet, one stop-light town - with an old
fashioned main street and town square. We see a banner
over the street advertising a block party that night.
It's a postcard version of small town America."|speech|DOUG|M
583||INT. MAIN STREET DINER - SAME TIME|location||
584|DOUG|"The owner, BUD, is pressed up against the glass -
watching the motorcycles come down Main street. He
shakes his head."|speech|DOUG|M
585|BUD|"Oh, don't tell me they're here again
already. I just got the window replaced.
""Wild Hogs"" writers first draft 7/06/05 56.
Bud walks back to the bar, past his daughter (and diner
waitress) MAGGIE, 28, pretty in that cute, small town
way."|speech|BUD|F
586|MAGGIE|"Just stay calm, Dad. At least it's not
all of them, this time."|speech|MAGGIE|F
587||EXT. MAIN STREET DINER - SAME TIME|location||
588|MAGGIE|"The guys pull up to the diner and we see the local
pedestrians hustle away. The street is soon deserted,
but the guys don't notice.
They go to park their bikes, but there's not enough
space. There's a police car in the parking spot next to
them, and the town sheriff, CHARLEY, comes running
towards it from across the street."|speech|MAGGIE|F
589|CHARLEY|"I'll move it! Hold on, I'll move it!
Charley jumps into the car and backs it out of its spot.
The guys look at each other, surprised."|speech|CHARLEY|M
590|DOUG|Wow. Lucas is a polite town.|speech|DOUG|M
591|BOB|"That's how these little towns are. It's
unspoiled America."|speech|BOB|M
592|WOODY|"It's a shithole. Let's keep moving.
The guys ignore Woody and enter the diner."|speech|WOODY|M
593|WOODY (CONT'D)|"Okay, we'll get it to go, then. We can
ride and eat if it's wrapped in a
tortilla.
Woody gets no response. He looks back down the road,
uneasily, then follows the guys in."|speech|WOODY|M
594||INT. MAIN STREET DINER - SAME TIME|location||
595|WOODY (CONT'D)|"BOB, DOUG, WOODY and DUDLEY enter, with their motorcycle
boots thunking on the wood floor, announcing to the
entire diner that there are bikers there.
""Wild Hogs"" writers first draft 7/06/05 57
Everyone freezes and the place goes silent. The only
sound is a single fork dropping onto a plate.
BUD is pulsing with anger, but he swallows it down."|speech|WOODY|M
596|BUD|"Good morning, gentleman. How nice of you
to join us this afternoon."|speech|BUD|F
597|DOUG|"well, how could we pass through this town
without stopping? Everything looks so
perfect."|speech|DOUG|M
598|"BUD
(SEETHING)"|But you'll change that, huh?|speech|BUD|F
599|DOUG|"Excuse me?
MAGGIE runs up and guides her Dad away from the guys."|speech|DOUG|M
600|MAGGIE|"I'll take care of them, Daddy.
(to guys, extra polite)
Good morning.
Maggie smiles. She has a radiant sweetness, even though
she's scared to death.
DUDLEY stares at her, captivated. He's in love."|speech|MAGGIE|F
601|MAGGIE (CONT'D)|where would you gentleman like to sit?|speech|MAGGIE|F
602|DOUG|"Are there any booths open?
All the people quickly jump out of their booths."|speech|DOUG|M
603|BOB|"Wow. Everyone is so nice, here.
The guys sit in one of the booths. Dudley hangs back,
and struggles to talk to Maggie."|speech|BOB|M
604|"DUDLEY
(TO MAGGIE)"|"Um... So?
Dudley tries to think of something else to say, but
can't. He nods awkwardly, then heads over to the booth.
He sits down with the guys.
""Wild Hogs"" writers first draft 7/06/05 58."|speech|DUDLEY|M
605|"DUDLEY (CONT'D)
(TO GUYS)"|She's perfect.|speech|DUDLEY|M
606|DOUG|You like the waitress, huh?|speech|DOUG|M
607|DUDLEY|"I wanted to say something funny to her,
but I could only think of black jokes.
Maggie, still very skittish, approaches the table."|speech|DUDLEY|M
608|MAGGIE|"And what would you gentleman like today?
Doug looks to the next table, where a man is enjoying
french toast."|speech|MAGGIE|F
609|DOUG|"Mmmm. I'll have what he's having.
Maggie nods obediently and takes the man's plate. She
slides it in front of Doug."|speech|DOUG|M
610|DOUG (CONT'D)|"No, uh... I'll take a new one. He can
keep his."|speech|DOUG|M
611|MAGGIE|"Of course. I'm sorry. I'm so sorry.
Maggie quickly puts it back on the man's table."|speech|MAGGIE|F
612|DOUG|Hey, it's okay. Really.|speech|DOUG|M
613|WOODY|Not a big deal.|speech|WOODY|M
614|"BOB
(FAKING ANGRY)"|"Yeah, just don't let it happen again!
Bob hammers his fist on the table and laughs at his joke,
but Maggie starts to cry. The guys suddenly look
confused as she runs to the kitchen in tears. Bob looks
back to the guys."|speech|BOB|M
615|BOB (CONT'D)|"Wow. That wasn't funny.
""Wild Hogs"" writers first draft 7/06/05 59."|speech|BOB|M
616|DUDLEY|"It's hard to be funny without being
racist.
Doug is looking at the town's local paper, and smiles."|speech|DUDLEY|M
617|DOUG|"Hey, guys. This block party tonight
looks cool. Music, grilled corn, dollar
beers, funnel cakes."|speech|DOUG|M
618|DUDLEY|Funnel cakes!? Let's stay here tonight!|speech|DUDLEY|M
619|WOODY|"No, no, no, no. We have a schedule. San
Francisco is waiting."|speech|WOODY|M
620|BOB|"What schedule? You said we're taking
this trip to live. Let's stick around
and live a little. Have some small town
fun!
Woody goes to protest again, but Dudley stands up."|speech|BOB|M
621|"DUDLEY
(LOUDLY)"|Let's party all night in Lucas!|speech|DUDLEY|M
622|BUD|"(O.C. From kitchen area)
God Dammit! What'd we do to deserve
this!?
We ANGLE TO SEE: MAGGIE rush over to calm BUD down. Bud
calms down, then hears another motorcycle engine roaring
down the street. He looks out the window and shakes his
head."|speech|BUD|F
623|BUD (CONT'D)|"Not another one of these assholes.
A moment later, MURDOCK, a fat, grungy Hells Angel,
enters the diner with a cocky swagger and has a seat at
the bar."|speech|BUD|F
624|"MURDOCK
(TO BUD)"|"Get me a beer, old man. And if it's not
good, I'm going to smash it across your
face.
""Wild Hogs"" writers first draft 7/06/05 60.
ANGLE ON: The WILD HOGS, watching from the table behind
Murdock."|speech|MURDOCK|M
625|DOUG|"(sotto, to the guys)
Not another one of these assholes.
Murdock hears this and whips around to see the Wild Hogs."|speech|DOUG|M
626|MURDOCK|What'd you say?|speech|MURDOCK|M
627|DOUG|"Oh, I was actually referring to some guys
we met at a bar about two hundred miles
east of here. You're probably not"|speech|DOUG|M
628|"AFFILIATED--
MURDOCK"|That's my gang. I'm on my way there now.|speech|AFFILIATED--MURDOCK|?
629|DUDLEY|"(loudly, to Doug)
so he is one of those assholes, Doug."|speech|DUDLEY|M
630|MURDOCK|"Excuse me?
Murdock puts his beer down, and stares angrily at Doug."|speech|MURDOCK|M
631|MURDOCK (CONT'D)|"And who the hell are you freaks?
Doug starts to answer, but Woody, looking nervous, cuts
him off."|speech|MURDOCK|M
632|WOODY|"--Oh, we're just a group of friends. No
big deal. Your guys gave us permission
to pass by, so it's all good."|speech|WOODY|M
633|MURDOCK|"Hells Angel's don't give permission.
Especially to a bunch of ball-less wimps
like you.
Bob hammers the table and stands up - his face red with
long-suppressed rage."|speech|MURDOCK|M
634|BOB|"I'm not a wimp, pal'. I'm a man! You got
that? Huh? You got that!!
""Wild Hogs"" writers first draft 7/06/05 61.
The guys look at Bob, wide-eyed. woody looks worried."|speech|BOB|M
635|WOODY|Bob, let's not get carried away--|speech|WOODY|M
636|BOB|"No, you know what? This guy needs a
talking to just like his friends did,
Woody."|speech|BOB|M
637|WOODY|But, Bob. I don't think--|speech|WOODY|M
638|BOB|"Let me do this, Woody! You stood up to
them last time, and I just sat there like
I always do... Well, not this time!
(turns to Murdock)
Listen, you piece of shit. You think you
can just walk around and bully perfectly
nice people? You think that's how it
works? Well, guess what? This is the
real world. With real laws and real
consequences. You hear me!?
Bob swats Murdock's beer out of his hand. It spills all
over him. Murdock is too filled with rage to speak."|speech|BOB|M
639|BOB (CONT'D)|"Now get out of here! And if that gang of
inbred assholes needs things explained to
them again, tell 'em the Wild Hogs will
be right here in Lucas tonight.
Woody puts his face into his hands."|speech|BOB|M
640|BOB (CONT'D)|"Now get.
Murdock just stares daggers at him."|speech|BOB|M
641|BOB (CONT'D)|"Get!
Bob kicks the stool out from under Murdock. He almost
falls, but catches himself on a stool. He glares at the
guys, but he's outnumbered. He grits his teeth and
storms out the door. Woody winces to himself as he
watches Murdock go. This isn't good.
After a moment, BUD comes running out from behind the
bar.
""Wild Hogs"" writers first draft 7/06/05 62."|speech|BOB|M
642|BUD|Wait... You guys aren't Hells Angels?|speech|BUD|F
643|DOUG|"Us? Oh, no. We're from Cincinnati.
Bud calls out to the kitchen."|speech|DOUG|M
644|BUD|"Charley!? They ain't the bad ones!
CHARLEY, the sheriff from before, stands up from behind a
countertop in the kitchen."|speech|BUD|F
645|CHARLEY|You guys aren't Hells Angels?|speech|CHARLEY|M
646|DOUG|No. We're Wild Hogs. That's our gang.|speech|DOUG|M
647|(THEN)|"And our rotary club softball team... My
wife had extra patches."|speech||
648|CHARLEY|"Well, sweet Mary Joseph... Welcome to
Lucas! I'm the sheriff, Charley Baskins.
I keep the peace here."|speech|CHARLEY|M
649|DOUG|Weren't you just hiding in the kitchen?|speech|DOUG|M
650|CHARLEY|"Well... A non-confrontation approach
sometimes is the best method to keep
aggression..."|speech|CHARLEY|M
651|(GIVES UP)|"Yeah, I was hiding in the kitchen.
Charley looks at them for a moment, then starts to tear
up."|speech||
652|CHARLEY (CONT'D)|"I'm an embarrassment.
Charley hurries off to the bathroom. The guys look at
each other."|speech|CHARLEY|M
653|DOUG|"Well, now he is.
""Wild Hogs"" writers first draft 7/06/05 63."|speech|DOUG|M
654||EXT. MAIN STREET - A FEW MINUTES LATER|location||
655|DOUG|"CHARLEY walks through the town square with DOUG, BOB,
WOODY and DUDLEY. There's a stage and booths set up
around the park in the center - ready for the block
party. As the news spreads that the Wild Hogs are
friendly, the townspeople start to take to the streets
again."|speech|DOUG|M
656|CHARLEY|"Sorry about all the confusion when you
arrived. Those guys are pretty rough.
You're the first people to ever stand up
to them."|speech|CHARLEY|M
657|DOUG|Well, Woody is the one who really--|speech|DOUG|M
658|BOB|"Hey-- we should probably share the
credit. I mean, I just basically kicked
that guy's ass. Man! You know how good
that felt!? Yeah!
Bob punches a handicapped parking sign, which rattles
against its post, then falls to the ground. Bob
immediately looks regretful."|speech|BOB|M
659|DOUG|"Nice. Now the paraplegics can park down
the block and get more exercise."|speech|DOUG|M
660|BOB|"(suddenly meek again)
Should I fix it? Oh, man. I should."|speech|BOB|M
661|(TO CHARLEY)|I'm sorry... I didn't mean to--|speech||
662|CHARLEY|"Forget about it. We only have one
cripple and he gets pulled around in a
wagon. Come on, I want to show you guys
something.
Charley leads the guys off."|speech|CHARLEY|M
663||INT. POLICE GARAGE - A FEW MINUTES LATER|location||
664|CHARLEY|"Charley flips on the light in a neatly organized police
garage. In the middle sits a sparkling, unridden Harley
Davidson police bike.
""Wild Hogs"" writers first draft 7/06/05 64."|speech|CHARLEY|M
665|DOUG|Wow. That's fantastic.|speech|DOUG|M
666|BOB|You ride this?|speech|BOB|M
667|CHARLEY|"Oh, no. The Hells Angels would take it
to pieces if they ever saw me on it. I
just keep it in here. Polish it and so
forth. But I'd never let them see it."|speech|CHARLEY|M
668|DOUG|"Those guys are that big of a problem,
huh?"|speech|DOUG|M
669|CHARLEY|"Yeah. They ride into town a few times a
month and get drunk, damage property...
Basically turn the place upside down."|speech|CHARLEY|M
670|DOUG|And the police don't do anything?|speech|DOUG|M
671|CHARLEY|"Well, It's a small town - and me and the
Dooble brothers are the only law. And
they're still pretty green."|speech|CHARLEY|M
672|WOODY|"Can't you call a bigger town or something
for backup?"|speech|WOODY|M
673|CHARLEY|"Yeah, I've done that a few times. But
the gang is always gone by the time they
get here. We've also tried wearing riot
gear, which does protect you from being
hit, but not from being dragged. Also,
one of the Dooble brothers tried to throw
tear gas, but the bottle exploded and
blew off his ear."|speech|CHARLEY|M
674|DUDLEY|Ech.|speech|DUDLEY|M
675|CHARLEY|Yeah, he's hard to look at.|speech|CHARLEY|M
676|(THEN)|"Anyway, we want you guys to stay at our
hotel tonight on us... Seeing as you're
the new town heroes and all.
""wild Hogs"" writers first draft 7/06/05 65.
The guys look flattered. Except Woody."|speech||
677|WOODY|Oh, thanks, but we're actually moving on--|speech|WOODY|M
678|"DOUG
(TO DUDLEY)"|"We'd be honored to stay. Thank you.
Woody's looks at Doug in protest. Doug gives him a stern
glare."|speech|DOUG|M
679|CHARLEY|"And if you're not in a rush to leave in
the morning-- We've got a great trout
stream you might want to check out."|speech|CHARLEY|M
680|DUDLEY|"Cool! Let's fish!
Doug shrugs."|speech|DUDLEY|M
681|DOUG|Sure. Let's do it.|speech|DOUG|M
