|character|text|type
94|EXAMINER|"Didn't look like it came from
""Toys-Are-Us"", that's why I
called you."|speech
95||(looks up in Moran's direction)|unknown
96|BRENNA|"Didn't think it was my
buddy over there."|speech
97|EXAMINER|"Figured you knew more about
swords than I did."|speech
98|BRENNA|Claymore.|speech
99|EXAMINER|Huh?|speech
100|BRENNA|"Scottish claymore.  Take
a French epee, add twenty
pounds of ballast so it
means business, and you've
got a claymore."|speech
101|EXAMINER|You're the expert.|speech
102||"(runs hand along hilt, slightly
confused)"|unknown
103|BRENNA|It's in good condition.|speech
104||"RICHARD TAUPIN
Is being put in the rear of a patrol car.  Brenna studies his
face in the half-gloom.  There's something different about him.
A steadiness."|stage direction
105||13  INT. POLICE INTERROGATION ROOM                                  13|unknown
106||"Richard Taupin is seated at a graffitti scrawled table in a
room otherwise bare of furnishings.  He seems unphased by his
surroundings.
The door opens and Moran enters with bag and notebook.  He
picks up Taupin's wallet on the table top and checks the
driver's license."|stage direction
107|MORAN|This your present address?|speech
108|TAUPIN|Yes.|speech
109|MORAN|"Mr.-
(looks at license)
Taupin, what were you
doing in that alley?"|speech
110|TAUPIN|"I was walking by when I
heard a shout.  Your men
came right after."|speech
111|MORAN|Did you know the victim?|speech
112|TAUPIN|No.|speech
113|MORAN|"His name was Iman Fasil
if that jogs your memory."|speech
114|TAUPIN|It doesn't.|speech
115|MORAN|"He was carrying a Syrian
passport and had been in
the country less than a week."|speech
116||Taupin's face is stoic and controlled.|stage direction
117|MORAN|"Two days ago a Bulgarian
national was murdered the
same way.  He'd also been
in the country less than a
week."|speech
118|(beat)|What is your citizenship?|speech
119|TAUPIN|American.|speech
120||Moran paces to a corner of the room.|stage direction
121|MORAN|"Do you make a habit of
hanging out in that neigh-
borhood at night?"|speech
122|TAUPIN|What are you getting at?|speech
123|MORAN|"Let's just say that in my
years with this department
I've seen more than one well
dressed business man look for
a hand job on 14th Street."|speech
124||Moran places both hands on the table and leans across it.|stage direction
125|MORAN|What were _you_ looking for?|speech
126|TAUPIN|That's none of your business.|speech
127|MORAN|You're wrong.|speech
128||"Moran reaches into a bag on the table and removes a large
broad sword; old, but in mint condition."|stage direction
129|MORAN|Do you know what this is?|speech
130|TAUPIN|I presume it's a sword.|speech
131|MORAN|"A claymore to be exact.  You
wouldn't know anything about
it would you?"|speech
132|TAUPIN|Your murder weapon?|speech
133|MORAN|"It was covered with Mr.
Fasil's fingerprints, but
none of his blood."|speech
134|TAUPIN|A mystery.|speech
135|MORAN|For the moment.|speech
136||"Moran turns the sword over in his hand then sets it down.
He rises and opens the door."|stage direction
137|MORAN|"All right Mr. Taupin, we'll be in
touch."|speech
138||Taupin passes through the doorway without comment.|stage direction
139||14  EXT. POLICE STATION - NIGHT                                     14|unknown
140||"Taupin out into the crisp night air.  His eyes search out the
darkness."|stage direction
141||"DISSOLVE TO:
15  EXT. CONOR'S FAMILY HUTCH - DAY                                 15"|unknown
142||"A medieval sun beats down on an OLD TRAVELER making his way up
the MacLeod home.  Conor's mother, scrubbing clothes in a
bucket, smiles in recognition."|stage direction
143|MOTHER|Ah Steven, it is good to see you.|speech
144|TRAVELLER|"I only just heard of Conor.  I came
up from Catroch as soon as I could."|speech
145|MOTHER|You're a kind man to be sure.|speech
146|TRAVELLER|"I thought it only proper to pay
me last respects to the family."|speech
147|MOTHER|Steven, Conor didn't die.|speech
148|TRAVELLER|"But I had heard his wounds were
mortal."|speech
149|MOTHER|"They were Steven, they were.  It's
been a miracle it has.  He lasted
right through and healed.  No one
in the village has ever seen anything
like it.  Ever."|speech
150||16  EXT. MEADOW - DAY                                               16|unknown
151||"Perched on a heather-carpeted rise above the village a young
woman, MARA, sits contemplating the intricaces of a daffodil.
Balancing on a shepard's staff, Conor limps over and puts
his lips to her ear."|stage direction
152|CONOR|You're pretty today.|speech
153||Mara is silent.  Distant.|stage direction
154|CONOR|I'm your future husband, remember?|speech
155|MARA|I have no future husband.|speech
156|CONOR|"I don't understand.  Not a week
ago your father gave us his blessing."|speech
157||This is difficult for her.  Tears well in her eyes.|stage direction
158|MARA|"My future husband died in battle
against the Sutherlands."|speech
159|CONOR|"What are you saying?  I'm standing
here as real as you."|speech
160|MARA|"You cannot be real, Conor.  You had
the last rites.  No man has been cut
half as bad and lived."|speech
161|CONOR|But I did live.|speech
162|MARA|"Live?  In less than a week you're
prancing about the country like a
squirrel."|speech
163|CONOR|"So why the crazy talk?  It's a
miracle it is.  Saint Andrew has
smiled on me.  On us."|speech
164|MARA|Some think not.|speech
165|CONOR|Who?|speech
166|MARA|"There's rumor in the village.
Some call it magic."|speech
167|CONOR|"That's mad.  Surely you don't
take their word?"|speech
168|MARA|"I don't know, Conor.  It's not
natural.  Maybe something has
touched you."|speech
169|CONOR|"You're sounding like that mad
woman, Widow Baggins."|speech
170|MARA|"Me father has taken back my
hand."|speech
171||He puts a hand to her cheek.|stage direction
172|CONOR|Ah, Lassie...|speech
173||She steps back.|stage direction
174|MARA|Please not be touching me, Conor.|speech
175|CONOR|"I'll not take that kind of talk
from you.  From those others
below, maybe.  But not from you."|speech
176|MARA|Leave me alone, Conor.  Please.|speech
177|CONOR|You're not talking sense, Mara!|speech
178||Anger tumbles into exasperation.|stage direction
179|CONOR|I'm sorry.|speech
180||"He steps for her.  She moves away.  Conor's face hardens with
resentment."|stage direction
