|character|text|type
108|KATZ|"We want to be reasonable here. We
said we were interested in selling the
pier frontage and we are interested in
selling. But frankly Mr. Von
.will not be robbed.
Seventy-five strikes us as a fair
price for this parcel. We're ready to
conclude a deal here and now at that
price."|speech
109|"PLEASANTLY:
JULIE"|"Then I guess we're only missing one
element here."|speech
110|KATZ|What's that?|speech
111|JULIE|"An interested party.
Strack Jr. tries to suppress a smile.
Waiters bring in the wine and pour a tasting portion for
Von Hoffenstein, silent, coldly watchful.
He rolls the wine in his glass, eyes appraising Julie.
He takes a sip, cocks his head, nods.
Wine is poured around."|speech
112|JULIE|".Mr. Katz, I've found that in the
real estate business, three factors
determine a property's worth. CONTINUED"|speech
113|-A|16.|speech
114|"34
34 CONTINUED"|Katz leans forward, listening.|speech
115|JULIE|"...Location. Location. And...
location. Frankly, you have none of
the above. Your fair price is fair
for midtown commercial, not for
riverfront."|speech
116|KATZ|"It's worth more to your client, given
his plans for the area."|speech
117|JULIE|"if my client can spin straw into gold,
he'll still pay market price for
straw. As a matter of fact--"|speech
118|VON HOFFENSTEEN|"--Business is business. Deals vill
come and go, but ze velt vill pause
for a beautiful voman...and a fine
wine."|speech
119|JULIE|Our offer stands at forty-eight.|speech
120|VON HOFFENSTIEN|Smiles a worldly smile.|speech
121|VON HOFFINSTIEN|"Let us toast a zale at ze price of
zixty millions.
Strack Sr. smiles. He starts to raise his glass,
preparing to toast.
CAMERA DIPS INCREDIBLY FAST
beneath the table to reveal Julie's high heel as it digs
into Strack Sr's toe to silence him."|speech
122|JULIE|"To Von Hoffenstein: CONTINUED
17."|speech
123|"34
34 CONTINUED(2)
JULIE"|"You're moving in the right direction,
but our offer stands firm. i believe
if anyone had"|speech
124|BE|"offered you more than us, you'd
sharing this wine with them.
She sips the wine and then, frowning, turns to the wine
steward."|speech
125|JULIE|".There's been a mistake. We ordered
a bottle of '67 Beaujolais Maison
Reme. Is that not correct?"|speech
126|STEWARD|"Oui madame. '67 Beaujolais Maison
Reme. Is what I have serve.
Julie pleasantly but firmly corrects him."|speech
127|JULIE|"No. You have served us a 1981 or
1982. California Beaujolais."|speech
128||YOU'RE|location
129|JULIE|"Pleasant, but hardly worth
charging...
Strack Sr., frowning, examines the wine. It's news to him."|speech
130|STEWARD|Please, Madame! I serve the Reme!|speech
131|IRRITATED:|"STRACK SR.
Mine tastes okay."|speech
132|KATZ|"Ms. Hastings, please. The wine is
fine. You're way out of your league
here. I'm sure the wine steward--"|speech
133|"VON HOFFENSTEIN
PEELS
FROM"|plucks the CALIFORNIA|speech
