|character|text|type
203||"They HEAR FOOTSTEPS pounding up the front stairs. Cragie and
Kosalas look up.
Eddie appears at the front of the hall, gun drawn. He sees
the boy on the hallway floor.
He approaches cautiously, taking in the body, the gun, Cragie
sitting against the wall, and the distraught Kosalas who
stands transfixed by the dead kid. Eddie goes to Kosalas."|stage direction
204|EDDIE|Take it easy, Kosalas.|speech
205|CRAGIE|The kid didn't dust him. I did.|speech
206||Eddie looks at Cragie.|stage direction
207|CRAGIE|Him or me, Sarge.|speech
208||(pause)|location
209|CRAGIE|The kid saw the whole thing.|speech
210||Both Eddie and Cragie look at Kosalas.|stage direction
211|CRAGIE|Tell him, Nick.|speech
212||"It almost sounds like an order.
Kosalas looks like he's going to be sick."|stage direction
213||(softly)|location
214|KOSALAS|Yeah, that's how it went down.|speech
215||(pause)|location
216|EDDIE|Stay here.|speech
217||(to Cragie)|location
218|EDDIE|Take care of your partner.|speech
219||Eddie walks away.|stage direction
220||EXT. GANGWAY - DAY|location
221||"The gangway is now filled with squad cars, ambulances, and
cops.
As the paramedics walk Victor Comacho to the ambulance,
bloody, bandaged, but very much alive, he and Eddie LOCK
EYES for a brief instant.
Several ferocious looking Comacho relatives have been allowed
inside the police lines. One of them steps close to Victor."|stage direction
222||(to relative)|location
223|VICTOR|Call Luis.|speech
224||"The lab technicians arrive.
The throng of streetwise punks and horrified commuters are
across a roped off area."|stage direction
225|KOBAS|"Get these people back out of here,
wouldja."|speech
226||INT. PAINTER'S HALL - DAY|location
227||"Kosalas and Cragie are still with the body. The corridor is
blocked off by uniformed patrolmen.
Kosalas is shakey. Cragie is tries to calm him down."|stage direction
228|CRAGIE|"Look, it's no big thing, Kid. A
friggin' dog and pony show. Some
dumb ass questions by dumb ass
bureaucrats. ""When's the last time
you were at the range?"" Crap like
that."|speech
229|KOSALAS|"Look. It was a fuckin' accident. Why
can't you just be --"|speech
230||(stiffens)|location
231|CRAGIE|"You born yesterday?! These ain't
cops. They'll roast our ass just
cause we carry a badge. Both of us."|speech
232||(menacing)|location
233|CRAGIE|"We stick together on this, kid. We're
partners, right?"|speech
234||Kosalas nods.|stage direction
235||EXT. GANGWAY - DAY|location
236||"Donato sits on the ground as two paramedics work on his foot.
Eddie crouches beside him as one medic cuts away Donato's
ankle boot."|stage direction
237|DONATO|"Aw man, don't do that. You know how
much these things cost?"|speech
238||"He gasps as they draw the boot off. Donato grabs for Eddie's
hand, and squeezes against the pain."|stage direction
239|DONATO|"Eddie. Scam this. A bait shop. Worms,
minnows. Don't even need real worms.
Storage problem. Got those rubber
ones, you know?"|speech
240|EDDIE|Yeah, what about the winter?|speech
241|DONATO|"We winter in Florida. Rubber neck
the beach bunnies. Aw, look at that.
Ruined my brand new fence climbers.
Hand made in Italy."|speech
242||"Someone points Eddie out to Partida, an attractive, no-
nonsense woman, who heads for him. Donato sees Partida coming."|stage direction
243|DONATO|"Oh, fuck, Partida. I'm gonna tell
her you shot me."|speech
244||"The resentment the other cops feel against Partida is readily
apparent."|stage direction
245|PARTIDA|Cusack. You were in charge here?|speech
246|EDDIE|Does it look like it?|speech
247||Partida looks at the covered body nearby.|stage direction
248||(to Donato)|location
249|PARTIDA|"And you were a principal in one of
the shootings?"|speech
250||Eddie nods.|stage direction
251|DONATO|OW! A goddamn Dr. Jekyll!|speech
252||"Eddie smiles at Donato, who with his good foot, kicks at the
medic bandaging the wound."|stage direction
253|PARTIDA|"Where's the officer who was involved
in the other shooting?"|speech
254||(pointing)|location
255|EDDIE|Third floor rear.|speech
256||"As Partida heads for the building, another suited civilian
comes over to meet her. The civilian escorts a Mexican
grandmother.
The old lady is agitated, jabbering in Spanish and pointing
at the cops.
Eddie sees this, and then is pulled away as he helps one of
the medics lift Donato and carry him to the ambulance.
Eddie helps Donato into the ambulance."|stage direction
257|EDDIE|Catch you later, Hopalong.|speech
258||INT. HEADQUARTERS - DAY|location
259||"The two Comacho lookouts who survived the raid, Efren and
Pompas, have been brought in for questioning. The
interrogation is taking place in a small room.
Officers Brennan and Music are here with Eddie.
The Comachos sit silent as stones."|stage direction
260||(to Efren)|location
261|MUSIC|"You know that, Efren. When your big
bad brother Luis gets the word, your
ass is freeze dried and fried."|speech
262||"Efren stares ahead. Music looks at Eddie who is fiddling
with the Rubic's Cube, to little success.
Brennan takes Music's place. He kicks Pompas' chair hard."|stage direction
263|BRENNAN|Talk you hemorrhoid!|speech
264||(in Spanish)|location
265|POMPAS|Your mother fucks dogs in the street.|speech
266|BRENNAN|"You wanna tune-up? Hey Sarge, you
know why a Comacho's like a cue-ball?
Cause the harder you hit 'em, the
better their English gets."|speech
267||"It's not a joke, but a threat. Pompas spits at Brennan.
Brennan is enraged, but Eddie pushes him back with a hand.
Eddie faces the Comachos."|stage direction
268|EDDIE|We're jerking off here.|speech
269||Eddie goes out the door.|stage direction
270||INT. HEADQUARTERS HALL - DAY|location
271||"As Eddie emerges, he bumps into the Camacho's lawyer SANCHEZ;
thirty-eight, well dressed, smooth as silk.
Sanchez sees the tableau in the room. As Cusack walks down
the hall the attorney follows him."|stage direction
272|SANCHEZ|Let's cut the shit, Cusack.|speech
273||Eddie ignores him.|stage direction
