|character|text|type
77|ALEX|If it's on Charlie, we will.|speech
78||"The Angels share a laugh as they arrive in their sassy
duds at a private beach club, where a WAITER greets them
with a tray of champagne flutes.
They each take a glass, turn to each other and raise
them. Another Angels Mystery... Case Closed.
FREEZE FRAME.    And the TITLE SEQUENCE BEGINS..."|stage direction
79|CHARLIE (V.O.)|Once upon a time...|speech
80||(CONTINUED)|unknown
81||"CHARLIE'S ANGELS - 8/18/99                               7.
CONTINUED:
THREE FOURTH GRADE SCHOOL PHOTOS FILL THE FRAME, side by
side by side. These are three very different girls.
NATALIE, with a page-boy cut and wearing a Catholic
schoolgirl's uniform, sports glasses and braces; a bit
awkward and gangly, even shy.
ALEX, formally dressed with perfect pig-tails, is
sophisticated and self-possessed; a class act, even at ten.
DYLAN, wild blond hair and faded T-shirt, has a jaded,
street-wise smirk; even at this young age, her isolation
and disillusionment are masked by seeming confidence."|stage direction
82|CHARLIE (CONT'D)|"... there were three very
different little girls."|speech
83||"The triptych remains on screen.    Now it shifts into:
VIDEO TAPE - THE THREE GIRLS (STILL IN TRIPTYCH)
Now TEENAGERS, on HOME VIDEO.
NATALIE, working the A-V equipment at school, hides her
face in embarrassment, uncomfortable with the camera.
FREEZE.
ALEX, in riding gear, accepting her steeple-chase trophy.
She knows where to look for the camera. FREEZE.
DYLAN, smoking with her tough-girl friends in the girls'
room of her reform school, is caught on camera. She
flips it off. FREEZE."|stage direction
84|CHARLIE (CONT'D)|"Who grew up into three very
different women."|speech
85||"TRIPTYCH CONTINUES
They're all WOMEN now, in their early twenties.
NATALIE, a research fellow at MIT (and beautiful, but not
flaunting it) demonstrates a chess-playing computer
program to a room of impressed advisors.
ALEX, valedictorian at Oxford, passionately delivers her
address to a crowd of rapt students, faculty and parents.
DYLAN, in leather and a helmet, steps off a Harley. She
sees a punk with a mohawk slapping around his girlfriend.
She decks him, then enters the back door of a seedy punk bar."|stage direction
86|CHARLIE (CONT'D)|With three things in common...|speech
87||"CHARLIE'S ANGELS - 8/18/99                              8.
TRIPTYCH ENDS
With photographs again. The women, as they are now:
Natalie, Alex, Dylan. All gorgeous, all self-assured."|stage direction
88||"CHARLIE (CONT'D)
They're brilliant. They're
beautiful. And they work for me."|unknown
89||Now, FIREBALL EXPLOSIONS completely fill the screen.|stage direction
90||"CHARLIE (CONT'D)
My name is Charlie."|unknown
91||ANGEL SILHOUETTES appear, in flames.    New MUSIC kicks in.|stage direction
92||"""CHARLIE'S ANGELS"""|unknown
93||"...And a new title sequence takes over:
VARIOUS SHOTS:   MONTAGE (OVER MUSIC)
Credits continue as we watch the Angels in action (from,
presumably, previous adventures...)
-- A microscope-peering Natalie cuts a ruby, drops it in
a laser housing, shoots a red beam.
--   Dylan, wielding kendo sticks, spars with two Yakzuza.
-- Alex side-kicks two baddies, spins, drops a third.
ZOOM BACK: she is at the Parthenon.
-- A motocross race. Natalie digs in for the finish,
attacking the last jump with gusto.
-- Dylan, in traditional Islamic robes, finds a secret
switch. She pushes back a bookcase to reveal secret stairs.
-- At a ballroom dance competition, Alex wows the crowd
while keeping her eye on a nefarious couple.
-- Bosley, as ""Luka, the Bad Ass Pimp,"" bitch-slaps a
couple of ""ho's"" -- actually Dylan and Alex -- then winks
at them as unsuspecting drug dealers back off, scared.
--   Natalie bites into a messy hot-dog, has to just laugh.
-- The three angels elbow their way through a roller-
derby match.
-- In orange prison jumpsuits, Alex and Dylan work in
female chain-gang.
-- Window-washer Natalie peers into a skyscraper office,
surreptitiously photographing the meeting inside."|stage direction
94||(CONTINUED)|unknown
95||"CHARLIE'S ANGELS - 8/18/99                              9.
CONTINUED:
-- On an Italian street, the three Angels buy a paper,
grin at the headline, ""Mystery Women Save European
Union."" As they high-five, Dylan's cone of gelato drops
to the sidewalk. The Angels look at it, look at each
other...and just have to laugh.
TITLE SEQUENCE ENDS.
OVER BLACK we hear a DIGITAL RING..."|stage direction
96||INT. TINY HOUSEBOAT BEDROOM - DAY|location
97||"CLOSE ON Dylan as she wakes up in a tangle of ugly
sheets, disoriented and a bit hungover. She hears the
RINGING -- where is it coming from? Why is it drilling
into her head?
Checking the floor, she finds her jeans. Digs in the
pocket to find her cell phone. Answering..."|stage direction
98||DYLAN|unknown
99|CHARLIE (CONT'D)|Hi.|speech
100||(recognizing voice)|unknown
101|CHARLIE (CONT'D)|Hi.   Okay. I'll be right in.|speech
102||"She clicks the phone off, then starts looking around.
Where the fuck is she?
From the next room, we hear a male VOICE singing ""My
Sharona."" She checks under the sheets. Oh God. She's
naked. She pulls her shirt from the floor, puts it on.
Closing her eyes, she prays..."|stage direction
103||DYLAN (CONT'D)|unknown
104|CHARLIE (CONT'D)|Not him.   Not him, not him, not him.|speech
105|THE VOICE|'Morning starfish.|speech
106||DYLAN|unknown
107|THE VOICE|Oh God no.|speech
108||At the door, skinny shirtless CHAD holds a skillet of eggs.|stage direction
109||CHAD|unknown
110|THE VOICE|Hungry?|speech
111||EXT. CHAD'S CRAPPY BOAT - DAY|location
112||"Blinded by the daylight, Dylan emerges from below,
relieved to see the boat is docked. Chad follows her
outside, pleading..."|stage direction
113||CHAD|unknown
114||"C'mon Dylan. You + Me. It's
magic."|location
115||(CONTINUED)|unknown
116||"CHARLIE'S ANGELS - 8/18/99                                   10.
CONTINUED:"|stage direction
117|DYLAN|"It's a mistake. A horrible,
horrible mistake."|speech
118||She jumps onto the dock.|stage direction
119|CHAD|"Then how come we keep getting back
together? It's fate."|speech
120||Dylan just keeps walking.|stage direction
121||(yelling after)|unknown
122|CHAD|Is it because I live on a boat?|speech
123||WHIP TO:|unknown
124||"CLOSEUP - MAN'S FACE
This is Jason Gibbons, handsome, action-movie stud.       He's
concentrating fiercely."|stage direction
125|ALEX (O.S.)|"If you don't defuse this bomb,
Logan, L.A.'s going to be a new
underwater attraction."|speech
126||A bead of sweat drops down Jason's face.|stage direction
127|JASON|"Get off my back, Sanchez.   I know
what I'm doing."|speech
128||REVEAL ALEX, her face right next to his.|stage direction
129||ALEX|unknown
130|JASON|Which wire?   The red one or the blue one?|speech
131|JASON|"Marix has a thing for red. Red
cars, red boats, red-headed hookers."|speech
132|ALEX|So the red one.|speech
133|JASON|That's why I'm gonna say blue.|speech
134||"He makes a ""snip"" motion.     They both breathe a sigh of relief."|stage direction
135|ALEX|You saved the world again, Logan.|speech
136||She leans forward, closer and closer, right in his face.|stage direction
137||(CONTINUED)|unknown
138||"CHARLIE'S ANGELS - 8/18/99                                      11.
CONTINUED:"|stage direction
139||JASON|unknown
140|ALEX|That's my job.|speech
141||"Alex kisses him. It's a damn good kiss.          Jason's into
it, but pulls away for a second."|stage direction
142|JASON (CONT'D)|"I don't think Sanchez would kiss
me. He's a forty-year-old man."|speech
